,state,regional_division,population,article_title,revision_id,article_quality
4852,Indiana,East North Central,6833037.0,"Altona, Indiana",1165909821,C
4853,Indiana,East North Central,6833037.0,"Center Point, Indiana",1166017533,C
4854,Indiana,East North Central,6833037.0,"Clifford, Indiana",1166018204,C
4855,Indiana,East North Central,6833037.0,"Cannelburg, Indiana",1166017170,C
4856,Indiana,East North Central,6833037.0,"Crane, Indiana",1166066049,C
4857,Indiana,East North Central,6833037.0,"Cadiz, Indiana",1166016972,C
4858,Indiana,East North Central,6833037.0,"Boston, Indiana",1166016019,C
4859,Indiana,East North Central,6833037.0,"Cedar Grove, Indiana",1166017497,C
4860,Indiana,East North Central,6833037.0,"Crandall, Indiana",1166066040,C
4861,Indiana,East North Central,6833037.0,"Burket, Indiana",1166016791,C
4862,Indiana,East North Central,6833037.0,"Blountsville, Indiana",1166015883,C
4863,Indiana,East North Central,6833037.0,"Country Club Heights, Indiana",1170226851,C
4864,Indiana,East North Central,6833037.0,"Bethany, Indiana",1166015554,C
4865,Indiana,East North Central,6833037.0,"Brooksburg, Indiana",1166016485,C
4866,Indiana,East North Central,6833037.0,"Crows Nest, Indiana",1166066176,C
4867,Indiana,East North Central,6833037.0,"Alamo, Indiana",1165909519,GA
4868,Indiana,East North Central,6833037.0,"Alfordsville, Indiana",1165909689,C
4869,Indiana,East North Central,6833037.0,"Alton, Indiana",1176781540,C
4870,Indiana,East North Central,6833037.0,"Dayton, Indiana",1166066489,C
4871,Indiana,East North Central,6833037.0,"Decker, Indiana",1110075675,C
4872,Indiana,East North Central,6833037.0,"Denver, Indiana",1166066738,GA
4873,Indiana,East North Central,6833037.0,"Dillsboro, Indiana",1166066924,C
4874,Indiana,East North Central,6833037.0,"Dublin, Indiana",1115061218,C
4875,Indiana,East North Central,6833037.0,"Dugger, Indiana",1166067104,C
4876,Indiana,East North Central,6833037.0,"Dune Acres, Indiana",1166067129,C
4877,Indiana,East North Central,6833037.0,"Dunreith, Indiana",1166067141,C
4878,Indiana,East North Central,6833037.0,"Dupont, Indiana",1166067152,C
4879,Indiana,East North Central,6833037.0,"Earl Park, Indiana",1166067208,C
4880,Indiana,East North Central,6833037.0,"East Germantown, Indiana",1166067232,GA
4881,Indiana,East North Central,6833037.0,"Eaton, Indiana",1166067414,GA
4882,Indiana,East North Central,6833037.0,"Economy, Indiana",1166067444,C
4883,Indiana,East North Central,6833037.0,"Edgewood, Indiana",1170224605,GA
4884,Indiana,East North Central,6833037.0,"Edwardsport, Indiana",1166067505,C
4885,Indiana,East North Central,6833037.0,"Elberfeld, Indiana",1166067541,C
4886,Indiana,East North Central,6833037.0,"Elizabeth, Indiana",1166697327,C
4887,Indiana,East North Central,6833037.0,"Elizabethtown, Bartholomew County, Indiana",714777168,Stub
4888,Indiana,East North Central,6833037.0,"Elnora, Indiana",1166067662,C
4889,Indiana,East North Central,6833037.0,"English, Indiana",1172408547,C
4890,Indiana,East North Central,6833037.0,"Etna Green, Indiana",1166067853,C
4891,Indiana,East North Central,6833037.0,"Fairland, Indiana",1171043362,C
4892,Indiana,East North Central,6833037.0,"Fairview Park, Indiana",1166068018,C
4893,Indiana,East North Central,6833037.0,"Farmersburg, Indiana",1172454876,C
4894,Indiana,East North Central,6833037.0,"Farmland, Indiana",1166068126,C
4895,Indiana,East North Central,6833037.0,"Fillmore, Indiana",1170700574,C
4896,Indiana,East North Central,6833037.0,"Flora, Indiana",1147269817,C
4897,Indiana,East North Central,6833037.0,"Fountain City, Indiana",1170862396,GA
4898,Indiana,East North Central,6833037.0,"Fowlerton, Indiana",1166068559,C
4899,Indiana,East North Central,6833037.0,"Francesville, Indiana",1166068578,C
4900,Indiana,East North Central,6833037.0,"Francisco, Indiana",1166068585,C
4901,Indiana,East North Central,6833037.0,"Frankton, Indiana",1170231756,GA
4902,Indiana,East North Central,6833037.0,"French Lick, Indiana",1174666919,C
4903,Indiana,East North Central,6833037.0,"Fulton, Indiana",1166068887,C
4904,Indiana,East North Central,6833037.0,"Galveston, Indiana",1166068952,C
4905,Indiana,East North Central,6833037.0,"Gaston, Indiana",1166069080,GA
4906,Indiana,East North Central,6833037.0,"Geneva, Indiana",1166069137,GA
4907,Indiana,East North Central,6833037.0,"Gentryville, Indiana",1166069152,C
4908,Indiana,East North Central,6833037.0,"Glenwood, Indiana",1166069502,C
4909,Indiana,East North Central,6833037.0,"Goodland, Indiana",1166069554,Start
4910,Indiana,East North Central,6833037.0,"Gosport, Indiana",1173829321,GA
4911,Indiana,East North Central,6833037.0,"Grabill, Indiana",1147357632,C
4912,Indiana,East North Central,6833037.0,"Grandview, Indiana",1149233453,C
4913,Indiana,East North Central,6833037.0,"Greensboro, Indiana",1166180003,C
4914,Indiana,East North Central,6833037.0,"Greens Fork, Indiana",1147359025,C
4915,Indiana,East North Central,6833037.0,"Greenville, Indiana",1166180030,C
4916,Indiana,East North Central,6833037.0,"Griffin, Indiana",1166180106,C
4917,Indiana,East North Central,6833037.0,"Hagerstown, Indiana",1177229531,C
4918,Indiana,East North Central,6833037.0,"Hamilton, Indiana",1166180324,C
4919,Indiana,East North Central,6833037.0,"Hardinsburg, Indiana",1166180473,C
4920,Indiana,East North Central,6833037.0,"Harmony, Indiana",1166180491,C
4921,Indiana,East North Central,6833037.0,"Hartsville, Indiana",1166180649,C
4922,Indiana,East North Central,6833037.0,"Haubstadt, Indiana",1166180707,C
4923,Indiana,East North Central,6833037.0,"Hazleton, Indiana",1166180794,C
4924,Indiana,East North Central,6833037.0,"Hillsboro, Indiana",1166181059,C
4925,Indiana,East North Central,6833037.0,"Holland, Indiana",1166181209,C
4926,Indiana,East North Central,6833037.0,"Holton, Indiana",1166181297,C
4927,Indiana,East North Central,6833037.0,"Homecroft, Indiana",1149805219,GA
4928,Indiana,East North Central,6833037.0,"Hope, Indiana",1176224905,C
4929,Indiana,East North Central,6833037.0,"Hudson, Indiana",1166181490,C
4930,Indiana,East North Central,6833037.0,"Hymera, Indiana",1176704812,GA
4931,Indiana,East North Central,6833037.0,"Indian Village, Indiana",1166181673,C
4932,Indiana,East North Central,6833037.0,"Jamestown, Indiana",1166181846,C
4933,Indiana,East North Central,6833037.0,"Jonesville, Indiana",1166182092,C
4934,Indiana,East North Central,6833037.0,"Kempton, Indiana",1166182194,C
4935,Indiana,East North Central,6833037.0,"Kennard, Indiana",1166182238,C
4936,Indiana,East North Central,6833037.0,"Kentland, Indiana",1166182291,C
4937,Indiana,East North Central,6833037.0,"Kewanna, Indiana",1166182330,C
4938,Indiana,East North Central,6833037.0,"Kingman, Indiana",1166182429,C
4939,Indiana,East North Central,6833037.0,"Kingsbury, Indiana",1166182437,C
4940,Indiana,East North Central,6833037.0,"Kingsford Heights, Indiana",1166182440,C
4941,Indiana,East North Central,6833037.0,"Kirklin, Indiana",1166182508,C
4942,Indiana,East North Central,6833037.0,"Knightsville, Indiana",1166182573,C
4943,Indiana,East North Central,6833037.0,"Kouts, Indiana",1172286121,C
4944,Indiana,East North Central,6833037.0,"Laconia, Indiana",1166182748,C
4945,Indiana,East North Central,6833037.0,"La Crosse, Indiana",1166182653,C
4946,Indiana,East North Central,6833037.0,"Ladoga, Indiana",1166182749,GA
4947,Indiana,East North Central,6833037.0,"La Fontaine, Indiana",1166182665,GA
4948,Indiana,East North Central,6833037.0,"Lagro, Indiana",1166182768,GA
4949,Indiana,East North Central,6833037.0,"Lakeville, Indiana",1166205399,GA
4950,Indiana,East North Central,6833037.0,"Lanesville, Indiana",1166205526,C
4951,Indiana,East North Central,6833037.0,"La Paz, Indiana",1167724987,GA
4952,Indiana,East North Central,6833037.0,"Lapel, Indiana",1166205571,C
4953,Indiana,East North Central,6833037.0,"Larwill, Indiana",1166205583,C
4954,Indiana,East North Central,6833037.0,"Laurel, Indiana",1166205628,C
4955,Indiana,East North Central,6833037.0,"Leavenworth, Indiana",1166205656,C
4956,Indiana,East North Central,6833037.0,"Leesburg, Indiana",1166205730,GA
4957,Indiana,East North Central,6833037.0,"Lewisville, Indiana",1166205866,GA
4958,Indiana,East North Central,6833037.0,"Linden, Indiana",1166206031,GA
4959,Indiana,East North Central,6833037.0,"Little York, Indiana",1166206157,C
4960,Indiana,East North Central,6833037.0,"Livonia, Indiana",1166206201,C
4961,Indiana,East North Central,6833037.0,"Lizton, Indiana",1166206205,C
4962,Indiana,East North Central,6833037.0,"Long Beach, Indiana",1166206274,C
4963,Indiana,East North Central,6833037.0,"Losantville, Indiana",1166206307,C
4964,Indiana,East North Central,6833037.0,"Lynn, Indiana",1166206565,C
4965,Indiana,East North Central,6833037.0,"Lynnville, Indiana",1177322560,C
4966,Indiana,East North Central,6833037.0,"Lyons, Indiana",1166206593,C
4967,Indiana,East North Central,6833037.0,"Mackey, Indiana",1166422566,C
4968,Indiana,East North Central,6833037.0,"Macy, Indiana",1166206624,GA
4969,Indiana,East North Central,6833037.0,"Marengo, Indiana",1172686240,C
4970,Indiana,East North Central,6833037.0,"Markle, Indiana",1111390085,C
4971,Indiana,East North Central,6833037.0,"Markleville, Indiana",1166207011,C
4972,Indiana,East North Central,6833037.0,"Marshall, Indiana",1166207103,GA
4973,Indiana,East North Central,6833037.0,"Matthews, Indiana",1166207197,C
4974,Indiana,East North Central,6833037.0,"Mauckport, Indiana",1166207205,C
4975,Indiana,East North Central,6833037.0,"Mecca, Indiana",1166207399,GA
4976,Indiana,East North Central,6833037.0,"Medaryville, Indiana",1166207414,C
4977,Indiana,East North Central,6833037.0,"Medora, Indiana",1166207440,C
4978,Indiana,East North Central,6833037.0,"Mellott, Indiana",1166207476,C
4979,Indiana,East North Central,6833037.0,"Mentone, Indiana",1174232601,C
4980,Indiana,East North Central,6833037.0,"Meridian Hills, Indiana",1166207526,C
4981,Indiana,East North Central,6833037.0,"Merom, Indiana",1132472859,C
4982,Indiana,East North Central,6833037.0,"Michiana Shores, Indiana",1166207638,GA
4983,Indiana,East North Central,6833037.0,"Michigantown, Indiana",1166207651,C
4984,Indiana,East North Central,6833037.0,"Milan, Indiana",1172291749,C
4985,Indiana,East North Central,6833037.0,"Milford, Kosciusko County, Indiana",1166207802,C
4986,Indiana,East North Central,6833037.0,"Millersburg, Indiana",1166207894,C
4987,Indiana,East North Central,6833037.0,"Millhousen, Indiana",1174820800,C
4988,Indiana,East North Central,6833037.0,"Milltown, Indiana",1166207965,C
4989,Indiana,East North Central,6833037.0,"Milton, Indiana",1166208000,C
4990,Indiana,East North Central,6833037.0,"Modoc, Indiana",1166208118,C
4991,Indiana,East North Central,6833037.0,"Monon, Indiana",1166208170,C
4992,Indiana,East North Central,6833037.0,"Monroe, Adams County, Indiana",1166208187,C
4993,Indiana,East North Central,6833037.0,"Monroe City, Indiana",1166208181,C
4994,Indiana,East North Central,6833037.0,"Monroeville, Indiana",1166208210,C
4995,Indiana,East North Central,6833037.0,"Monrovia, Indiana",1166208211,GA
4996,Indiana,East North Central,6833037.0,"Monterey, Indiana",1148616402,C
4997,Indiana,East North Central,6833037.0,"Montezuma, Indiana",1166208314,C
4998,Indiana,East North Central,6833037.0,"Montgomery, Indiana",1166208322,C
4999,Indiana,East North Central,6833037.0,"Mooreland, Indiana",1166208507,C
5000,Indiana,East North Central,6833037.0,"Moores Hill, Indiana",1166208516,C
5001,Indiana,East North Central,6833037.0,"Morgantown, Indiana",1172622695,GA
5002,Indiana,East North Central,6833037.0,"Morocco, Indiana",1166208567,C
5003,Indiana,East North Central,6833037.0,"Morristown, Indiana",1166208602,C
5004,Indiana,East North Central,6833037.0,"Mount Auburn, Indiana",1166208680,C
5005,Indiana,East North Central,6833037.0,"Mount Ayr, Indiana",1166208682,C
5006,Indiana,East North Central,6833037.0,"Mount Carmel, Indiana",1166208685,C
5007,Indiana,East North Central,6833037.0,"Mount Etna, Indiana",1166208715,C
5008,Indiana,East North Central,6833037.0,"Mount Summit, Indiana",1166208763,C
5009,Indiana,East North Central,6833037.0,"Mulberry, Indiana",1166208835,C
5010,Indiana,East North Central,6833037.0,"Napoleon, Indiana",1166208906,C
5011,Indiana,East North Central,6833037.0,"Nashville, Indiana",1175897203,GA
5012,Indiana,East North Central,6833037.0,"New Amsterdam, Indiana",1166209008,C
5013,Indiana,East North Central,6833037.0,"Newberry, Indiana",1166209402,C
5014,Indiana,East North Central,6833037.0,"New Carlisle, Indiana",1177395754,C
5015,Indiana,East North Central,6833037.0,"New Chicago, Indiana",1166209053,C
5016,Indiana,East North Central,6833037.0,"New Harmony, Indiana",1176974785,B
5017,Indiana,East North Central,6833037.0,"New Market, Indiana",1166209241,GA
5018,Indiana,East North Central,6833037.0,"New Middletown, Indiana",1166209271,C
5019,Indiana,East North Central,6833037.0,"New Palestine, Indiana",1166209285,C
5020,Indiana,East North Central,6833037.0,"New Pekin, Indiana",1166209288,GA
5021,Indiana,East North Central,6833037.0,"New Point, Indiana",1166209293,C
5022,Indiana,East North Central,6833037.0,"Newport, Indiana",1177275997,C
5023,Indiana,East North Central,6833037.0,"New Richmond, Indiana",1166209303,C
5024,Indiana,East North Central,6833037.0,"New Ross, Indiana",1166209310,GA
5025,Indiana,East North Central,6833037.0,"Newtown, Indiana",1166209595,C
5026,Indiana,East North Central,6833037.0,"North Crows Nest, Indiana",1166209707,Start
5027,Indiana,East North Central,6833037.0,"North Judson, Indiana",1166209741,C
5028,Indiana,East North Central,6833037.0,"North Liberty, Indiana",1166209753,C
5029,Indiana,East North Central,6833037.0,"North Salem, Indiana",1166209773,C
5030,Indiana,East North Central,6833037.0,"North Webster, Indiana",1166209798,C
5031,Indiana,East North Central,6833037.0,"Oaktown, Indiana",1166210063,C
5032,Indiana,East North Central,6833037.0,"Odon, Indiana",1166210223,C
5033,Indiana,East North Central,6833037.0,"Ogden Dunes, Indiana",1179502435,GA
5034,Indiana,East North Central,6833037.0,"Oldenburg, Indiana",1166210343,C
5035,Indiana,East North Central,6833037.0,"Onward, Indiana",1166210460,C
5036,Indiana,East North Central,6833037.0,"Oolitic, Indiana",1166210476,C
5037,Indiana,East North Central,6833037.0,"Orestes, Indiana",1170236733,GA
5038,Indiana,East North Central,6833037.0,"Orland, Indiana",1166210639,GA
5039,Indiana,East North Central,6833037.0,"Osgood, Indiana",1166210727,C
5040,Indiana,East North Central,6833037.0,"Otterbein, Indiana",1166210784,C
5041,Indiana,East North Central,6833037.0,"Owensville, Indiana",1166210802,C
5042,Indiana,East North Central,6833037.0,"Oxford, Indiana",1166210813,GA
5043,Indiana,East North Central,6833037.0,"Palmyra, Indiana",1166210881,C
5044,Indiana,East North Central,6833037.0,"Paragon, Indiana",1166210935,C
5045,Indiana,East North Central,6833037.0,"Parker City, Indiana",1166210951,C
5046,Indiana,East North Central,6833037.0,"Patoka, Indiana",1166211012,C
5047,Indiana,East North Central,6833037.0,"Patriot, Indiana",1145531033,C
5048,Indiana,East North Central,6833037.0,"Pennville, Indiana",1166211151,B
5049,Indiana,East North Central,6833037.0,"Perrysville, Indiana",1166211195,C
5050,Indiana,East North Central,6833037.0,"Pierceton, Indiana",1166211299,C
5051,Indiana,East North Central,6833037.0,"Pine Village, Indiana",1166211404,GA
5052,Indiana,East North Central,6833037.0,"Plainville, Indiana",1166229047,C
5053,Indiana,East North Central,6833037.0,"Poneto, Indiana",1112678720,C
5054,Indiana,East North Central,6833037.0,"Poseyville, Indiana",1166229297,C
5055,Indiana,East North Central,6833037.0,"Pottawattamie Park, Indiana",1166229310,Start
5056,Indiana,East North Central,6833037.0,"Princes Lakes, Indiana",1019560872,Stub
5057,Indiana,East North Central,6833037.0,"Redkey, Indiana",1166229692,C
5058,Indiana,East North Central,6833037.0,"Remington, Indiana",1166229737,C
5059,Indiana,East North Central,6833037.0,"Reynolds, Indiana",1166229785,C
5060,Indiana,East North Central,6833037.0,"Richland City, Indiana",1149233830,C
5061,Indiana,East North Central,6833037.0,"Ridgeville, Indiana",1166229910,C
5062,Indiana,East North Central,6833037.0,"Riley, Indiana",1166229943,C
5063,Indiana,East North Central,6833037.0,"River Forest, Indiana",1170225630,C
5064,Indiana,East North Central,6833037.0,"Roachdale, Indiana",1166230053,C
5065,Indiana,East North Central,6833037.0,"Roann, Indiana",1166230058,C
5066,Indiana,East North Central,6833037.0,"Roanoke, Indiana",1166230062,GA
5067,Indiana,East North Central,6833037.0,"Rocky Ripple, Indiana",1178808344,GA
5068,Indiana,East North Central,6833037.0,"Rome City, Indiana",1166230226,C
5069,Indiana,East North Central,6833037.0,"Rosedale, Indiana",1166230277,GA
5070,Indiana,East North Central,6833037.0,"Roseland, Indiana",1174672172,C
5071,Indiana,East North Central,6833037.0,"Rossville, Indiana",1170391459,C
5072,Indiana,East North Central,6833037.0,"Royal Center, Indiana",1166230359,C
5073,Indiana,East North Central,6833037.0,"Russellville, Indiana",1162000663,C
5074,Indiana,East North Central,6833037.0,"Russiaville, Indiana",1175368610,C
5075,Indiana,East North Central,6833037.0,"St. Joe, Indiana",114305121,Stub
5076,Indiana,East North Central,6833037.0,"St. Leon, Indiana",1166330219,C
5077,Indiana,East North Central,6833037.0,"St. Paul, Indiana",1166330251,C
5078,Indiana,East North Central,6833037.0,"Salamonia, Indiana",1166230561,C
5079,Indiana,East North Central,6833037.0,"Saltillo, Indiana",1166230612,C
5080,Indiana,East North Central,6833037.0,"Sandborn, Indiana",1113912812,C
5081,Indiana,East North Central,6833037.0,"Saratoga, Indiana",1168112950,C
5082,Indiana,East North Central,6833037.0,"Schneider, Indiana",1166230801,C
5083,Indiana,East North Central,6833037.0,"Seelyville, Indiana",1166230940,C
5084,Indiana,East North Central,6833037.0,"Selma, Indiana",1166230955,GA
5085,Indiana,East North Central,6833037.0,"Shadeland, Indiana",1166231051,C
5086,Indiana,East North Central,6833037.0,"Shamrock Lakes, Indiana",1166231076,C
5087,Indiana,East North Central,6833037.0,"Sharpsville, Indiana",1166231134,GA
5088,Indiana,East North Central,6833037.0,"Shelburn, Indiana",1166231153,C
5089,Indiana,East North Central,6833037.0,"Shipshewana, Indiana",1167721984,C
5090,Indiana,East North Central,6833037.0,"Shirley, Indiana",1166231243,C
5091,Indiana,East North Central,6833037.0,"Shoals, Indiana",1150406533,GA
5092,Indiana,East North Central,6833037.0,"Sidney, Indiana",1170042369,C
5093,Indiana,East North Central,6833037.0,"Silver Lake, Indiana",1166231358,C
5094,Indiana,East North Central,6833037.0,"Somerville, Indiana",1148561079,C
5095,Indiana,East North Central,6833037.0,"South Whitley, Indiana",1166329818,C
5096,Indiana,East North Central,6833037.0,"Spiceland, Indiana",1166329931,C
5097,Indiana,East North Central,6833037.0,"Spring Grove, Indiana",1166329971,C
5098,Indiana,East North Central,6833037.0,"Spring Hill, Indiana",1166329977,C
5099,Indiana,East North Central,6833037.0,"Spring Lake, Indiana",1166329986,C
5100,Indiana,East North Central,6833037.0,"Springport, Indiana",1166330076,C
5101,Indiana,East North Central,6833037.0,"Spurgeon, Indiana",1148574594,C
5102,Indiana,East North Central,6833037.0,"State Line City, Indiana",1077515837,GA
5103,Indiana,East North Central,6833037.0,"Staunton, Indiana",1179094223,C
5104,Indiana,East North Central,6833037.0,"Stilesville, Indiana",1166330487,C
5105,Indiana,East North Central,6833037.0,"Stinesville, Indiana",1166330491,GA
5106,Indiana,East North Central,6833037.0,"Straughn, Indiana",1166330668,C
5107,Indiana,East North Central,6833037.0,"Sulphur Springs, Indiana",1166330777,C
5108,Indiana,East North Central,6833037.0,"Summitville, Indiana",1170255980,GA
5109,Indiana,East North Central,6833037.0,"Sunman, Indiana",1166330879,C
5110,Indiana,East North Central,6833037.0,"Swayzee, Indiana",1171230592,C
5111,Indiana,East North Central,6833037.0,"Sweetser, Indiana",1170273104,GA
5112,Indiana,East North Central,6833037.0,"Switz City, Indiana",1166330993,C
5113,Indiana,East North Central,6833037.0,"Tennyson, Indiana",1170914115,C
5114,Indiana,East North Central,6833037.0,"Thorntown, Indiana",1166331313,C
5115,Indiana,East North Central,6833037.0,"Topeka, Indiana",1166331479,C
5116,Indiana,East North Central,6833037.0,"Town of Pines, Indiana",1166331506,C
5117,Indiana,East North Central,6833037.0,"Trafalgar, Indiana",1166331542,C
5118,Indiana,East North Central,6833037.0,"Trail Creek, Indiana",1166331547,C
5119,Indiana,East North Central,6833037.0,"Troy, Indiana",1170829763,C
5120,Indiana,East North Central,6833037.0,"Ulen, Indiana",1166331835,C
5121,Indiana,East North Central,6833037.0,"Uniondale, Indiana",1177388226,C
5122,Indiana,East North Central,6833037.0,"Universal, Indiana",1166331938,C
5123,Indiana,East North Central,6833037.0,"Utica, Indiana",1166331970,C
5124,Indiana,East North Central,6833037.0,"Van Buren, Indiana",1166332010,C
5125,Indiana,East North Central,6833037.0,"Vera Cruz, Indiana",1166332110,C
5126,Indiana,East North Central,6833037.0,"Vernon, Indiana",1178763898,C
5127,Indiana,East North Central,6833037.0,"Vevay, Indiana",1166332165,C
5128,Indiana,East North Central,6833037.0,"Wakarusa, Indiana",1168601015,GA
5129,Indiana,East North Central,6833037.0,"Wallace, Indiana",1166332416,C
5130,Indiana,East North Central,6833037.0,"Walton, Indiana",1166332507,C
5131,Indiana,East North Central,6833037.0,"Wanatah, Indiana",1166332517,C
5132,Indiana,East North Central,6833037.0,"Warren, Indiana",1166332593,C
5133,Indiana,East North Central,6833037.0,"Warren Park, Indiana",1166332585,C
5134,Indiana,East North Central,6833037.0,"Waveland, Indiana",1166332864,GA
5135,Indiana,East North Central,6833037.0,"Waynetown, Indiana",1166332907,GA
5136,Indiana,East North Central,6833037.0,"West Baden Springs, Indiana",1171483265,GA
5137,Indiana,East North Central,6833037.0,"West College Corner, Indiana",1152554566,C
5138,Indiana,East North Central,6833037.0,"West Harrison, Indiana",1166333097,C
5139,Indiana,East North Central,6833037.0,"West Lebanon, Indiana",1166333120,GA
5140,Indiana,East North Central,6833037.0,"Westport, Indiana",1166333363,C
5141,Indiana,East North Central,6833037.0,"Wheatfield, Indiana",1175786046,GA
5142,Indiana,East North Central,6833037.0,"Wheatland, Indiana",1168760166,C
5143,Indiana,East North Central,6833037.0,"Whitewater, Indiana",1166333601,C
5144,Indiana,East North Central,6833037.0,"Wilkinson, Indiana",1166333665,C
5145,Indiana,East North Central,6833037.0,"Williams Creek, Indiana",1166333686,GA
5146,Indiana,East North Central,6833037.0,"Williamsport, Indiana",1174315838,GA
5147,Indiana,East North Central,6833037.0,"Windfall City, Indiana",114406864,Stub
5148,Indiana,East North Central,6833037.0,"Wingate, Indiana",1166334080,GA
5149,Indiana,East North Central,6833037.0,"Winslow, Indiana",1166334110,C
5150,Indiana,East North Central,6833037.0,"Wolcott, Indiana",1166334189,C
5151,Indiana,East North Central,6833037.0,"Wolcottville, Indiana",1166334196,C
5152,Indiana,East North Central,6833037.0,"Woodlawn Heights, Indiana",1166334278,Start
5153,Indiana,East North Central,6833037.0,"Worthington, Indiana",1166334436,C
5154,Indiana,East North Central,6833037.0,"Wynnedale, Indiana",1166334474,C
5155,Indiana,East North Central,6833037.0,"Yeoman, Indiana",1166231594,C
5156,Indiana,East North Central,6833037.0,"Zanesville, Indiana",1171168835,C
5157,Iowa,West North Central,3200517.0,"Millville, Iowa",1165893545,Start
5158,Iowa,West North Central,3200517.0,"Ackley, Iowa",1171169203,GA
5159,Iowa,West North Central,3200517.0,"Hardin County, Iowa",1160186037,C
5160,Iowa,West North Central,3200517.0,"Franklin County, Iowa",1160186824,C
5161,Iowa,West North Central,3200517.0,"Ackworth, Iowa",1165502603,C
5162,Iowa,West North Central,3200517.0,"Warren County, Iowa",1155074486,C
5163,Iowa,West North Central,3200517.0,"Adair, Iowa",1171125453,GA
5164,Iowa,West North Central,3200517.0,"Adair County, Iowa",1155054081,C
5165,Iowa,West North Central,3200517.0,"Guthrie County, Iowa",1160186638,C
5166,Iowa,West North Central,3200517.0,"Adel, Iowa",1158081903,C
5167,Iowa,West North Central,3200517.0,"Dallas County, Iowa",1155055810,C
5168,Iowa,West North Central,3200517.0,"Afton, Iowa",1165506142,C
5169,Iowa,West North Central,3200517.0,"Union County, Iowa",1160186241,C
5170,Iowa,West North Central,3200517.0,"Agency, Iowa",1165506156,C
5171,Iowa,West North Central,3200517.0,"Wapello County, Iowa",1160186235,C
5172,Iowa,West North Central,3200517.0,"Ainsworth, Iowa",1165506190,C
5173,Iowa,West North Central,3200517.0,"Washington County, Iowa",1155074549,C
5174,Iowa,West North Central,3200517.0,"Akron, Iowa",1165506224,C
5175,Iowa,West North Central,3200517.0,"Plymouth County, Iowa",1160186304,C
5176,Iowa,West North Central,3200517.0,"Albert City, Iowa",1165506305,C
5177,Iowa,West North Central,3200517.0,"Buena Vista County, Iowa",1173438716,C
5178,Iowa,West North Central,3200517.0,"Albia, Iowa",1169918549,GA
5179,Iowa,West North Central,3200517.0,"Monroe County, Iowa",1160186322,C
5180,Iowa,West North Central,3200517.0,"Albion, Iowa",1165506347,C
5181,Iowa,West North Central,3200517.0,"Marshall County, Iowa",1168287719,C
5182,Iowa,West North Central,3200517.0,"Alburnett, Iowa",1166697232,C
5183,Iowa,West North Central,3200517.0,"Linn County, Iowa",1164729961,C
5184,Iowa,West North Central,3200517.0,"Alden, Iowa",1178489148,C
5185,Iowa,West North Central,3200517.0,"Alexander, Iowa",1165506400,C
5186,Iowa,West North Central,3200517.0,"Algona, Iowa",1174339357,C
5187,Iowa,West North Central,3200517.0,"Kossuth County, Iowa",1171931539,C
5188,Iowa,West North Central,3200517.0,"Alleman, Iowa",1169383096,C
5189,Iowa,West North Central,3200517.0,"Polk County, Iowa",1175273601,C
5190,Iowa,West North Central,3200517.0,"Allerton, Iowa",1165506486,GA
5191,Iowa,West North Central,3200517.0,"Wayne County, Iowa",1174345086,C
5192,Iowa,West North Central,3200517.0,"Allison, Iowa",1165506499,C
5193,Iowa,West North Central,3200517.0,"Butler County, Iowa",1160186201,C
5194,Iowa,West North Central,3200517.0,"Alta, Iowa",1176232758,C
5195,Iowa,West North Central,3200517.0,"Alta Vista, Iowa",1165506616,C
5196,Iowa,West North Central,3200517.0,"Chickasaw County, Iowa",1160186932,C
5197,Iowa,West North Central,3200517.0,"Alton, Iowa",1171327641,C
5198,Iowa,West North Central,3200517.0,"Sioux County, Iowa",1160186270,C
5199,Iowa,West North Central,3200517.0,"Alvord, Iowa",1165506812,C
5200,Iowa,West North Central,3200517.0,"Lyon County, Iowa",1163018084,C
5201,Iowa,West North Central,3200517.0,"Ames, Iowa",1179870443,B
5202,Iowa,West North Central,3200517.0,"Story County, Iowa",1166326655,C
5203,Iowa,West North Central,3200517.0,"Anamosa, Iowa",1174801308,C
5204,Iowa,West North Central,3200517.0,"Jones County, Iowa",1155059648,C
5205,Iowa,West North Central,3200517.0,"Andover, Iowa",1165507188,C
5206,Iowa,West North Central,3200517.0,"Clinton County, Iowa",1161289110,C
5207,Iowa,West North Central,3200517.0,"Andrew, Iowa",1174655680,C
5208,Iowa,West North Central,3200517.0,"Jackson County, Iowa",1175822520,C
5209,Iowa,West North Central,3200517.0,"Anita, Iowa",1165507242,C
5210,Iowa,West North Central,3200517.0,"Cass County, Iowa",1167993634,C
5211,Iowa,West North Central,3200517.0,"Ankeny, Iowa",1179869504,GA
5212,Iowa,West North Central,3200517.0,"Anthon, Iowa",1173352622,C
5213,Iowa,West North Central,3200517.0,"Woodbury County, Iowa",1176979687,C
5214,Iowa,West North Central,3200517.0,"Aplington, Iowa",1165507336,C
5215,Iowa,West North Central,3200517.0,"Arcadia, Iowa",1165507383,C
5216,Iowa,West North Central,3200517.0,"Carroll County, Iowa",1160186959,C
5217,Iowa,West North Central,3200517.0,"Archer, Iowa",1165507412,C
5218,Iowa,West North Central,3200517.0,"O'Brien County, Iowa",1155060751,C
5219,Iowa,West North Central,3200517.0,"Aredale, Iowa",1174245720,C
5220,Iowa,West North Central,3200517.0,"Arion, Iowa",1165507477,C
